city,group,sub_group,year,value
KOTA PADANG,2020,Rokok dan Tembakau,2020,0.6891666666666666
KOTA BUKITTINGGI,2020,Rokok dan Tembakau,2020,0.6441666666666667
TEMBILAHAN,2020,Rokok dan Tembakau,2020,0.6041666666666666
KOTA PEKANBARU,2020,Rokok dan Tembakau,2020,0.525
KOTA DUMAI,2020,Rokok dan Tembakau,2020,0.4791666666666667
BUNGO,2020,Rokok dan Tembakau,2020,0.4175
KOTA JAMBI,2020,Rokok dan Tembakau,2020,0.8283333333333333
KOTA PALEMBANG,2020,Rokok dan Tembakau,2020,0.5516666666666666
KOTA LUBUKLINGGAU,2020,Rokok dan Tembakau,2020,0.3066666666666666
KOTA BENGKULU,2020,Rokok dan Tembakau,2020,0.345
KOTA BANDAR LAMPUNG,2020,Rokok dan Tembakau,2020,0.4749999999999999
KOTA METRO,2020,Rokok dan Tembakau,2020,0.4683333333333333
TANJUNG PANDAN,2020,Rokok dan Tembakau,2020,0.8583333333333334
KOTA PANGKAL PINANG,2020,Rokok dan Tembakau,2020,0.395
KOTA BATAM,2020,Rokok dan Tembakau,2020,0.7391666666666666
KOTA TANJUNG PINANG,2020,Rokok dan Tembakau,2020,0.4916666666666667
DKI JAKARTA,2020,Rokok dan Tembakau,2020,1.0125
KOTA BOGOR,2020,Rokok dan Tembakau,2020,0.2716666666666666
KOTA SUKABUMI,2020,Rokok dan Tembakau,2020,0.87
KOTA BANDUNG,2020,Rokok dan Tembakau,2020,0.5533333333333333
KOTA CIREBON,2020,Rokok dan Tembakau,2020,0.145
KOTA BEKASI,2020,Rokok dan Tembakau,2020,0.6708333333333334
KOTA DEPOK,2020,Rokok dan Tembakau,2020,0.5133333333333333
KOTA TASIKMALAYA,2020,Rokok dan Tembakau,2020,0.6366666666666667
CILACAP,2020,Rokok dan Tembakau,2020,0.4299999999999999
PURWOKERTO,2020,Rokok dan Tembakau,2020,0.5433333333333333
KUDUS,2020,Rokok dan Tembakau,2020,0.6408333333333333
KOTA SURAKARTA,2020,Rokok dan Tembakau,2020,0.4808333333333333
KOTA SEMARANG,2020,Rokok dan Tembakau,2020,0.355
KOTA TEGAL,2020,Rokok dan Tembakau,2020,0.4041666666666666
KOTA YOGYAKARTA,2020,Rokok dan Tembakau,2020,0.7133333333333334
JEMBER,2020,Rokok dan Tembakau,2020,1.0175
BANYUWANGI,2020,Rokok dan Tembakau,2020,0.4816666666666667
SUMENEP,2020,Rokok dan Tembakau,2020,0.275
KOTA KEDIRI,2020,Rokok dan Tembakau,2020,0.3775
KOTA MALANG,2020,Rokok dan Tembakau,2020,0.8091666666666666
KOTA PROBOLINGGO,2020,Rokok dan Tembakau,2020,0.2225
KOTA MADIUN,2020,Rokok dan Tembakau,2020,0.6208333333333333
KOTA SURABAYA,2020,Rokok dan Tembakau,2020,0.4266666666666667
KOTA TANGERANG,2020,Rokok dan Tembakau,2020,0.2916666666666667
KOTA CILEGON,2020,Rokok dan Tembakau,2020,0.7966666666666667
KOTA SERANG,2020,Rokok dan Tembakau,2020,0.4566666666666666
SINGARAJA,2020,Rokok dan Tembakau,2020,0.595
KOTA DENPASAR,2020,Rokok dan Tembakau,2020,0.2716666666666666
KOTA MATARAM,2020,Rokok dan Tembakau,2020,0.4833333333333333
KOTA BIMA,2020,Rokok dan Tembakau,2020,0.5025000000000001
WAINGAPU,2020,Rokok dan Tembakau,2020,0.2591666666666666
MAUMERE,2020,Rokok dan Tembakau,2020,0.5941666666666666
KOTA KUPANG,2020,Rokok dan Tembakau,2020,0.8200000000000002
SINTANG,2020,Rokok dan Tembakau,2020,0.7008333333333333
KOTA PONTIANAK,2020,Rokok dan Tembakau,2020,0.3408333333333333
KOTA SINGKAWANG,2020,Rokok dan Tembakau,2020,0.4675
SAMPIT,2020,Rokok dan Tembakau,2020,0.6908333333333333
KOTA PALANGKA RAYA,2020,Rokok dan Tembakau,2020,0.5091666666666667
KOTA BARU,2020,Rokok dan Tembakau,2020,0.5383333333333333
TANJUNG,2020,Rokok dan Tembakau,2020,0.665
KOTA BANJARMASIN,2020,Rokok dan Tembakau,2020,0.3791666666666666
KOTA BALIKPAPAN,2020,Rokok dan Tembakau,2020,0.305
KOTA SAMARINDA,2020,Rokok dan Tembakau,2020,0.5216666666666667
TANJUNG SELOR,2020,Rokok dan Tembakau,2020,0.9591666666666664
KOTA TARAKAN,2020,Rokok dan Tembakau,2020,0.4308333333333334
KOTA MANADO,2020,Rokok dan Tembakau,2020,0.1566666666666666
KOTA KOTAMOBAGU,2020,Rokok dan Tembakau,2020,0.6066666666666666
LUWUK,2020,Rokok dan Tembakau,2020,0.6758333333333333
KOTA PALU,2020,Rokok dan Tembakau,2020,0.6433333333333334
BULUKUMBA,2020,Rokok dan Tembakau,2020,0.1408333333333333
WATAMPONE,2020,Rokok dan Tembakau,2020,0.4433333333333333
KOTA MAKASSAR,2020,Rokok dan Tembakau,2020,0.5741666666666666
KOTA PARE-PARE,2020,Rokok dan Tembakau,2020,0.6341666666666667
KOTA PALOPO,2020,Rokok dan Tembakau,2020,0.4141666666666666
KOTA KENDARI,2020,Rokok dan Tembakau,2020,0.7708333333333335
KOTA BUA-BAU,2020,Rokok dan Tembakau,2020,0.9666666666666668
KOTA GORONTALO,2020,Rokok dan Tembakau,2020,0.41
MAMUJU,2020,Rokok dan Tembakau,2020,0.6833333333333335
KOTA AMBON,2020,Rokok dan Tembakau,2020,0.4825000000000001
KOTA TUAL,2020,Rokok dan Tembakau,2020,0.6125
KOTA TERNATE,2020,Rokok dan Tembakau,2020,0.7141666666666665
MANOKWARI,2020,Rokok dan Tembakau,2020,0.4091666666666667
KOTA SORONG,2020,Rokok dan Tembakau,2020,0.5141666666666667
MERAUKE,2020,Rokok dan Tembakau,2020,0.435
TIMIKA,2020,Rokok dan Tembakau,2020,0.7041666666666666
KOTA JAYAPURA,2020,Rokok dan Tembakau,2020,0.2425
INDONESIA,2020,Rokok dan Tembakau,2020,0.6191666666666668
KOTA MEULABOH,2021,"Makanan, Minuman dan Tembakau",2021,0.24
KOTA BANDA ACEH,2021,"Makanan, Minuman dan Tembakau",2021,0.2683333333333333
KOTA LHOKSEUMAWE,2021,"Makanan, Minuman dan Tembakau",2021,0.2841666666666667
KOTA SIBOLGA,2021,"Makanan, Minuman dan Tembakau",2021,0.2741666666666666
KOTA PEMATANG SIANTAR,2021,"Makanan, Minuman dan Tembakau",2021,0.21
KOTA MEDAN,2021,"Makanan, Minuman dan Tembakau",2021,0.1533333333333333
KOTA PADANGSIDIMPUAN,2021,"Makanan, Minuman dan Tembakau",2021,0.2424999999999999
KOTA GUNUNGSITOLI,2021,"Makanan, Minuman dan Tembakau",2021,-0.0683333333333333
KOTA PADANG,2021,"Makanan, Minuman dan Tembakau",2021,0.0516666666666666
KOTA BUKITTINGGI,2021,"Makanan, Minuman dan Tembakau",2021,0.2441666666666666
TEMBILAHAN,2021,"Makanan, Minuman dan Tembakau",2021,-0.0149999999999999
KOTA PEKANBARU,2021,"Makanan, Minuman dan Tembakau",2021,0.0649999999999999
KOTA DUMAI,2021,"Makanan, Minuman dan Tembakau",2021,0.1941666666666666
BUNGO,2021,"Makanan, Minuman dan Tembakau",2021,0.1224999999999999
KOTA JAMBI,2021,"Makanan, Minuman dan Tembakau",2021,0.3025
KOTA PALEMBANG,2021,"Makanan, Minuman dan Tembakau",2021,0.2375
KOTA LUBUKLINGGAU,2021,"Makanan, Minuman dan Tembakau",2021,0.1375
KOTA BENGKULU,2021,"Makanan, Minuman dan Tembakau",2021,0.2241666666666667
KOTA BANDAR LAMPUNG,2021,"Makanan, Minuman dan Tembakau",2021,0.4266666666666666
KOTA METRO,2021,"Makanan, Minuman dan Tembakau",2021,0.3608333333333333
TANJUNG PANDAN,2021,"Makanan, Minuman dan Tembakau",2021,0.5941666666666667
KOTA PANGKAL PINANG,2021,"Makanan, Minuman dan Tembakau",2021,0.6416666666666667
KOTA BATAM,2021,"Makanan, Minuman dan Tembakau",2021,0.3958333333333333
KOTA TANJUNG PINANG,2021,"Makanan, Minuman dan Tembakau",2021,0.075
DKI JAKARTA,2021,"Makanan, Minuman dan Tembakau",2021,0.225
KOTA BOGOR,2021,"Makanan, Minuman dan Tembakau",2021,0.2075
KOTA SUKABUMI,2021,"Makanan, Minuman dan Tembakau",2021,0.3266666666666666
KOTA BANDUNG,2021,"Makanan, Minuman dan Tembakau",2021,0.2874999999999999
KOTA CIREBON,2021,"Makanan, Minuman dan Tembakau",2021,0.245
KOTA BEKASI,2021,"Makanan, Minuman dan Tembakau",2021,0.1891666666666666
KOTA DEPOK,2021,"Makanan, Minuman dan Tembakau",2021,0.215
KOTA TASIKMALAYA,2021,"Makanan, Minuman dan Tembakau",2021,0.1399999999999999
CILACAP,2021,"Makanan, Minuman dan Tembakau",2021,0.2975
PURWOKERTO,2021,"Makanan, Minuman dan Tembakau",2021,0.3141666666666666
KUDUS,2021,"Makanan, Minuman dan Tembakau",2021,0.0516666666666666
KOTA SURAKARTA,2021,"Makanan, Minuman dan Tembakau",2021,0.2675
KOTA SEMARANG,2021,"Makanan, Minuman dan Tembakau",2021,0.1466666666666667
KOTA TEGAL,2021,"Makanan, Minuman dan Tembakau",2021,0.1783333333333333
KOTA YOGYAKARTA,2021,"Makanan, Minuman dan Tembakau",2021,0.3383333333333333
JEMBER,2021,"Makanan, Minuman dan Tembakau",2021,0.305
BANYUWANGI,2021,"Makanan, Minuman dan Tembakau",2021,0.1783333333333333
SUMENEP,2021,"Makanan, Minuman dan Tembakau",2021,0.2991666666666666
KOTA KEDIRI,2021,"Makanan, Minuman dan Tembakau",2021,0.2841666666666667
KOTA MALANG,2021,"Makanan, Minuman dan Tembakau",2021,0.2466666666666666
KOTA PROBOLINGGO,2021,"Makanan, Minuman dan Tembakau",2021,0.1925
KOTA MADIUN,2021,"Makanan, Minuman dan Tembakau",2021,0.3899999999999999
KOTA SURABAYA,2021,"Makanan, Minuman dan Tembakau",2021,0.3174999999999999
KOTA TANGERANG,2021,"Makanan, Minuman dan Tembakau",2021,0.3108333333333333
KOTA CILEGON,2021,"Makanan, Minuman dan Tembakau",2021,0.3083333333333333
KOTA SERANG,2021,"Makanan, Minuman dan Tembakau",2021,0.2624999999999999
SINGARAJA,2021,"Makanan, Minuman dan Tembakau",2021,0.1366666666666666
KOTA DENPASAR,2021,"Makanan, Minuman dan Tembakau",2021,0.3333333333333332
KOTA MATARAM,2021,"Makanan, Minuman dan Tembakau",2021,0.2766666666666666
KOTA BIMA,2021,"Makanan, Minuman dan Tembakau",2021,0.2241666666666666
WAINGAPU,2021,"Makanan, Minuman dan Tembakau",2021,0.1124999999999999
MAUMERE,2021,"Makanan, Minuman dan Tembakau",2021,0.0066666666666666
KOTA KUPANG,2021,"Makanan, Minuman dan Tembakau",2021,0.1825
SINTANG,2021,"Makanan, Minuman dan Tembakau",2021,0.3891666666666666
KOTA PONTIANAK,2021,"Makanan, Minuman dan Tembakau",2021,0.0658333333333333
KOTA SINGKAWANG,2021,"Makanan, Minuman dan Tembakau",2021,0.4049999999999999
SAMPIT,2021,"Makanan, Minuman dan Tembakau",2021,0.3424999999999999
KOTA PALANGKA RAYA,2021,"Makanan, Minuman dan Tembakau",2021,0.4433333333333333
KOTA BARU,2021,"Makanan, Minuman dan Tembakau",2021,0.3866666666666667
TANJUNG,2021,"Makanan, Minuman dan Tembakau",2021,0.3108333333333333
KOTA BANJARMASIN,2021,"Makanan, Minuman dan Tembakau",2021,0.365
KOTA BALIKPAPAN,2021,"Makanan, Minuman dan Tembakau",2021,0.3283333333333333
KOTA SAMARINDA,2021,"Makanan, Minuman dan Tembakau",2021,0.4175
TANJUNG SELOR,2021,"Makanan, Minuman dan Tembakau",2021,0.5241666666666668
KOTA TARAKAN,2021,"Makanan, Minuman dan Tembakau",2021,0.4633333333333334
KOTA MANADO,2021,"Makanan, Minuman dan Tembakau",2021,0.6208333333333335
KOTA KOTAMOBAGU,2021,"Makanan, Minuman dan Tembakau",2021,0.3166666666666666
LUWUK,2021,"Makanan, Minuman dan Tembakau",2021,0.2225
KOTA PALU,2021,"Makanan, Minuman dan Tembakau",2021,0.2183333333333333
BULUKUMBA,2021,"Makanan, Minuman dan Tembakau",2021,0.2875
WATAMPONE,2021,"Makanan, Minuman dan Tembakau",2021,0.3166666666666666
KOTA MAKASSAR,2021,"Makanan, Minuman dan Tembakau",2021,0.3291666666666666
KOTA PARE-PARE,2021,"Makanan, Minuman dan Tembakau",2021,0.6108333333333333
KOTA PALOPO,2021,"Makanan, Minuman dan Tembakau",2021,0.4941666666666666
KOTA KENDARI,2021,"Makanan, Minuman dan Tembakau",2021,0.5125
KOTA BUA-BAU,2021,"Makanan, Minuman dan Tembakau",2021,0.0516666666666666
KOTA GORONTALO,2021,"Makanan, Minuman dan Tembakau",2021,0.4291666666666667
MAMUJU,2021,"Makanan, Minuman dan Tembakau",2021,0.6608333333333332
KOTA AMBON,2021,"Makanan, Minuman dan Tembakau",2021,0.3916666666666666
KOTA TUAL,2021,"Makanan, Minuman dan Tembakau",2021,0.7033333333333335
KOTA TERNATE,2021,"Makanan, Minuman dan Tembakau",2021,0.5266666666666667
MANOKWARI,2021,"Makanan, Minuman dan Tembakau",2021,0.2883333333333334
KOTA SORONG,2021,"Makanan, Minuman dan Tembakau",2021,0.7116666666666666
MERAUKE,2021,"Makanan, Minuman dan Tembakau",2021,0.1399999999999999
TIMIKA,2021,"Makanan, Minuman dan Tembakau",2021,0.1325
KOTA JAYAPURA,2021,"Makanan, Minuman dan Tembakau",2021,0.1766666666666666
INDONESIA,2021,"Makanan, Minuman dan Tembakau",2021,0.255
KOTA MEULABOH,2021,Makanan,2021,0.255
KOTA BANDA ACEH,2021,Makanan,2021,0.3058333333333333
KOTA LHOKSEUMAWE,2021,Makanan,2021,0.3649999999999999
KOTA SIBOLGA,2021,Makanan,2021,0.2991666666666666
KOTA PEMATANG SIANTAR,2021,Makanan,2021,0.1733333333333333
KOTA MEDAN,2021,Makanan,2021,0.1366666666666667
KOTA PADANGSIDIMPUAN,2021,Makanan,2021,0.2441666666666666
KOTA GUNUNGSITOLI,2021,Makanan,2021,-0.0866666666666666
KOTA PADANG,2021,Makanan,2021,-0.0133333333333333
KOTA BUKITTINGGI,2021,Makanan,2021,0.1425
TEMBILAHAN,2021,Makanan,2021,-0.0783333333333333
KOTA PEKANBARU,2021,Makanan,2021,0.0291666666666666
KOTA DUMAI,2021,Makanan,2021,0.1908333333333333
BUNGO,2021,Makanan,2021,-0.0366666666666666
KOTA JAMBI,2021,Makanan,2021,0.285
KOTA PALEMBANG,2021,Makanan,2021,0.2249999999999999
KOTA LUBUKLINGGAU,2021,Makanan,2021,0.1191666666666666
KOTA BENGKULU,2021,Makanan,2021,0.1725
KOTA BANDAR LAMPUNG,2021,Makanan,2021,0.4216666666666666
KOTA METRO,2021,Makanan,2021,0.3458333333333332
TANJUNG PANDAN,2021,Makanan,2021,0.7066666666666667
KOTA PANGKAL PINANG,2021,Makanan,2021,0.7266666666666666
KOTA BATAM,2021,Makanan,2021,0.3833333333333333
KOTA TANJUNG PINANG,2021,Makanan,2021,0.0316666666666666
DKI JAKARTA,2021,Makanan,2021,0.2066666666666666
KOTA BOGOR,2021,Makanan,2021,0.1516666666666667
KOTA SUKABUMI,2021,Makanan,2021,0.3283333333333333
KOTA BANDUNG,2021,Makanan,2021,0.2816666666666667
KOTA CIREBON,2021,Makanan,2021,0.2141666666666666
KOTA BEKASI,2021,Makanan,2021,0.1783333333333333
KOTA DEPOK,2021,Makanan,2021,0.2533333333333333
KOTA TASIKMALAYA,2021,Makanan,2021,0.1325
CILACAP,2021,Makanan,2021,0.29
PURWOKERTO,2021,Makanan,2021,0.2841666666666666
KUDUS,2021,Makanan,2021,-0.0075
KOTA SURAKARTA,2021,Makanan,2021,0.2733333333333334
KOTA SEMARANG,2021,Makanan,2021,0.1166666666666666
KOTA TEGAL,2021,Makanan,2021,0.1175
KOTA YOGYAKARTA,2021,Makanan,2021,0.3633333333333333
JEMBER,2021,Makanan,2021,0.2833333333333334
BANYUWANGI,2021,Makanan,2021,0.1608333333333333
SUMENEP,2021,Makanan,2021,0.2766666666666666
KOTA KEDIRI,2021,Makanan,2021,0.2858333333333333
KOTA MALANG,2021,Makanan,2021,0.2199999999999999
KOTA PROBOLINGGO,2021,Makanan,2021,0.1975
KOTA MADIUN,2021,Makanan,2021,0.3975
KOTA SURABAYA,2021,Makanan,2021,0.3166666666666667
KOTA TANGERANG,2021,Makanan,2021,0.3508333333333333
KOTA CILEGON,2021,Makanan,2021,0.2975
KOTA SERANG,2021,Makanan,2021,0.2608333333333333
SINGARAJA,2021,Makanan,2021,0.1066666666666666
KOTA DENPASAR,2021,Makanan,2021,0.3683333333333332
KOTA MATARAM,2021,Makanan,2021,0.2624999999999999
KOTA BIMA,2021,Makanan,2021,0.2141666666666666
WAINGAPU,2021,Makanan,2021,0.125
MAUMERE,2021,Makanan,2021,-0.0483333333333333
KOTA KUPANG,2021,Makanan,2021,0.1674999999999999
SINTANG,2021,Makanan,2021,0.4158333333333333
KOTA PONTIANAK,2021,Makanan,2021,0.0199999999999999
KOTA SINGKAWANG,2021,Makanan,2021,0.4433333333333333
SAMPIT,2021,Makanan,2021,0.3566666666666667
KOTA PALANGKA RAYA,2021,Makanan,2021,0.4408333333333332
KOTA BARU,2021,Makanan,2021,0.4108333333333332
TANJUNG,2021,Makanan,2021,0.3041666666666667
KOTA BANJARMASIN,2021,Makanan,2021,0.3991666666666666
KOTA BALIKPAPAN,2021,Makanan,2021,0.3483333333333334
KOTA SAMARINDA,2021,Makanan,2021,0.4608333333333332
TANJUNG SELOR,2021,Makanan,2021,0.6216666666666666
KOTA TARAKAN,2021,Makanan,2021,0.5425
KOTA MANADO,2021,Makanan,2021,0.7116666666666666
KOTA KOTAMOBAGU,2021,Makanan,2021,0.3633333333333333
LUWUK,2021,Makanan,2021,0.1683333333333333
KOTA PALU,2021,Makanan,2021,0.2366666666666666
BULUKUMBA,2021,Makanan,2021,0.3025
WATAMPONE,2021,Makanan,2021,0.3349999999999999
KOTA MAKASSAR,2021,Makanan,2021,0.3866666666666667
KOTA PARE-PARE,2021,Makanan,2021,0.6983333333333333
KOTA PALOPO,2021,Makanan,2021,0.5916666666666667
KOTA KENDARI,2021,Makanan,2021,0.6241666666666666
KOTA BUA-BAU,2021,Makanan,2021,0.0349999999999999
KOTA GORONTALO,2021,Makanan,2021,0.505
MAMUJU,2021,Makanan,2021,0.7466666666666665
KOTA AMBON,2021,Makanan,2021,0.4783333333333333
KOTA TUAL,2021,Makanan,2021,0.7949999999999999
KOTA TERNATE,2021,Makanan,2021,0.6016666666666667
MANOKWARI,2021,Makanan,2021,0.2958333333333333
KOTA SORONG,2021,Makanan,2021,0.8416666666666667
MERAUKE,2021,Makanan,2021,0.0516666666666666
TIMIKA,2021,Makanan,2021,0.1383333333333333
KOTA JAYAPURA,2021,Makanan,2021,0.1733333333333333
INDONESIA,2021,Makanan,2021,0.2533333333333333
KOTA MEULABOH,2021,Minuman yang Tidak Beralkohol,2021,-0.0041666666666666
KOTA BANDA ACEH,2021,Minuman yang Tidak Beralkohol,2021,-0.04
KOTA LHOKSEUMAWE,2021,Minuman yang Tidak Beralkohol,2021,-0.1325
KOTA SIBOLGA,2021,Minuman yang Tidak Beralkohol,2021,0.0683333333333333
KOTA PEMATANG SIANTAR,2021,Minuman yang Tidak Beralkohol,2021,0.0783333333333333
KOTA MEDAN,2021,Minuman yang Tidak Beralkohol,2021,0.0883333333333333
KOTA PADANGSIDIMPUAN,2021,Minuman yang Tidak Beralkohol,2021,0.0991666666666666
KOTA GUNUNGSITOLI,2021,Minuman yang Tidak Beralkohol,2021,-0.08
KOTA PADANG,2021,Minuman yang Tidak Beralkohol,2021,0.3216666666666666
KOTA BUKITTINGGI,2021,Minuman yang Tidak Beralkohol,2021,0.3683333333333333
TEMBILAHAN,2021,Minuman yang Tidak Beralkohol,2021,0.2591666666666667
KOTA PEKANBARU,2021,Minuman yang Tidak Beralkohol,2021,0.11
KOTA DUMAI,2021,Minuman yang Tidak Beralkohol,2021,0.1575
BUNGO,2021,Minuman yang Tidak Beralkohol,2021,0.63
KOTA JAMBI,2021,Minuman yang Tidak Beralkohol,2021,0.0841666666666666
KOTA PALEMBANG,2021,Minuman yang Tidak Beralkohol,2021,0.0925
KOTA LUBUKLINGGAU,2021,Minuman yang Tidak Beralkohol,2021,0.0083333333333333
KOTA BENGKULU,2021,Minuman yang Tidak Beralkohol,2021,0.1116666666666666
KOTA BANDAR LAMPUNG,2021,Minuman yang Tidak Beralkohol,2021,0.0449999999999999
KOTA METRO,2021,Minuman yang Tidak Beralkohol,2021,0.31
TANJUNG PANDAN,2021,Minuman yang Tidak Beralkohol,2021,-0.0974999999999999
KOTA PANGKAL PINANG,2021,Minuman yang Tidak Beralkohol,2021,0.0408333333333333
KOTA BATAM,2021,Minuman yang Tidak Beralkohol,2021,0.0208333333333333
KOTA TANJUNG PINANG,2021,Minuman yang Tidak Beralkohol,2021,0.0616666666666666
DKI JAKARTA,2021,Minuman yang Tidak Beralkohol,2021,0.235
KOTA BOGOR,2021,Minuman yang Tidak Beralkohol,2021,0.0166666666666666
KOTA SUKABUMI,2021,Minuman yang Tidak Beralkohol,2021,0.12
KOTA BANDUNG,2021,Minuman yang Tidak Beralkohol,2021,0.2708333333333334
KOTA CIREBON,2021,Minuman yang Tidak Beralkohol,2021,0.2883333333333333
KOTA BEKASI,2021,Minuman yang Tidak Beralkohol,2021,0.1558333333333333
KOTA DEPOK,2021,Minuman yang Tidak Beralkohol,2021,0.0575
KOTA TASIKMALAYA,2021,Minuman yang Tidak Beralkohol,2021,0.085
CILACAP,2021,Minuman yang Tidak Beralkohol,2021,0.1675
PURWOKERTO,2021,Minuman yang Tidak Beralkohol,2021,0.1508333333333333
KUDUS,2021,Minuman yang Tidak Beralkohol,2021,0.1566666666666666
KOTA SURAKARTA,2021,Minuman yang Tidak Beralkohol,2021,0.0324999999999999
KOTA SEMARANG,2021,Minuman yang Tidak Beralkohol,2021,0.1241666666666666
KOTA TEGAL,2021,Minuman yang Tidak Beralkohol,2021,0.1575
KOTA YOGYAKARTA,2021,Minuman yang Tidak Beralkohol,2021,0.2041666666666667
JEMBER,2021,Minuman yang Tidak Beralkohol,2021,0.3208333333333333
BANYUWANGI,2021,Minuman yang Tidak Beralkohol,2021,0.0683333333333333
SUMENEP,2021,Minuman yang Tidak Beralkohol,2021,0.13
KOTA KEDIRI,2021,Minuman yang Tidak Beralkohol,2021,0.2108333333333333
KOTA MALANG,2021,Minuman yang Tidak Beralkohol,2021,0.1483333333333333
KOTA PROBOLINGGO,2021,Minuman yang Tidak Beralkohol,2021,0.2141666666666666
KOTA MADIUN,2021,Minuman yang Tidak Beralkohol,2021,0.1075
